OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
4674439,04092016421,MEI WEI ASIAN DINER,1424 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 762-7128,2013/05/07 00:00:00+00,Restaurant,13572,-78.77067019,35.59261655,M,
4674440,04092016431,KAI SUSHI & SAKE BAR,7713 LEADMINE  RD ,STE 11,RALEIGH,NC,27615,(919) 870-4923,2013/05/15 00:00:00+00,Restaurant,13583,-78.6604412,35.88617756,M,
4674441,04092016438,PDQ WAKE FOREST,11690 NORTHPARK DR ,,WAKE FOREST,NC,27587,(919) 648-4221,2013/05/31 00:00:00+00,Restaurant,13592,-78.54504583,35.96485738,M,
4674442,04092016439,RANDY'S PIZZA,2458 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 322-5990,2013/05/31 00:00:00+00,Restaurant,13594,-78.69299571,35.81676957,M,
4674443,04092016440,CASE DINING HALL,240 JETER DR ,,RALEIGH,NC,27695,(919) 515-2100,2013/06/06 00:00:00+00,Restaurant,13595,-78.67872314,35.78447976,M,
4674444,04092016444,SHEETZ #513,9915 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 577-1110,2013/06/13 00:00:00+00,Restaurant,13615,-78.7138927,35.63477203,M,
4674445,04092021744,Teriyaki Place,5959 TRIANGLE TOWN BLVD ,FC 1132,RALEIGH,NC,27616,(919) 792-0111,2013/05/28 00:00:00+00,Food Stand,13605,-78.576038,35.86600165,M,
4674446,04092016289,MCDONALDS #32822,7301 SIX FORKS  RD ,,RALEIGH,NC,27615,(919) 846-9903,2012/11/16 00:00:00+00,Restaurant,13624,-78.64639989,35.87991482,M,
4674447,04092021725,MCDONALDS #10267,4325-2051 GLENWOOD AVE ,,RALEIGH,NC,27624,(919) 782-8240,2012/11/19 00:00:00+00,Food Stand,13627,-78.67900996,35.83931725,M,
4674448,04092016290,MCDONALDS #15717,4121 BLUE RIDGE RD ,,RALEIGH,NC,27612-4633,(919) 510-5255,2012/11/16 00:00:00+00,Restaurant,13625,-78.67578687,35.83619182,M,
4674449,04092040295,FOODLAND 4 (WCID #469),20 E HARGETT ST ,,RALEIGH,NC,27602,(919) 329-5296,2013/07/17 00:00:00+00,Pushcarts,13638,-78.63837389,35.7781065,M,
4674450,04092030251,Taco's Feliz (WCID #412),263 PECAN RD ,,RALEIGH,NC,27603,(919) 831-1893,2013/06/21 00:00:00+00,Mobile Food Units,13645,-78.64793773,35.7483711,M,
4674451,04092016345,VIVO RISTORANTE,7400 SIX FORKS  RD ,STE 2,RALEIGH,NC,27615,(919) 845-6700,2013/01/24 00:00:00+00,Restaurant,13628,-78.64526746,35.88157149,M,
4674452,04092016453,MCDONALDS #4997,1700 TRAWICK  RD ,,RALEIGH,NC,27604,(919) 231-6205,2013/06/24 00:00:00+00,Restaurant,13650,-78.57712949,35.79907767,M,
4674453,04092016457,ATRIA OAKRIDGE DINING,10810 SANDY OAK LN ,,RALEIGH,NC,27614,(919) 848-2088,2013/07/01 00:00:00+00,Restaurant,13654,-78.59303849,35.90822081,M,
4674454,04092016458,CRAZY FIRE MONGOLIAN GRILL,13200 Strickland  RD ,Suite 110,RALEIGH,NC,27613-7538,(919) 866-1700,2013/07/01 00:00:00+00,Restaurant,13655,-78.72593594,35.90878681,M,
4674455,04092016191,ORO RESTAURANT & LOUNGE,18 E MARTIN ST ,,RALEIGH,NC,27601,(919) 239-4010,2012/05/15 00:00:00+00,Restaurant,12926,-78.63846095,35.7768407,M,
4674456,04092110498,ROLESVILLE HIGH SCHOOL CAFETERIA,1099 E YOUNG ST ,,ROLESVILLE,NC,27571,(919) 554-6303 ext. 20395,2013/06/14 00:00:00+00,Public School Lunchrooms,13658,-78.44139787,35.90590689,M,
4674457,04092016459,FAIRFIELD INN & SUITES CRABTREE BREAKFAST,2201 SUMMIT PARK  LN ,,RALEIGH,NC,27612,(919) 881-9800,2013/07/09 00:00:00+00,Restaurant,13656,-78.6749137,35.83413141,M,
4674458,04092021746,WALMART NEIGHBORHOOD DELI #4147,3560 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 388-2731,2013/06/18 00:00:00+00,Food Stand,13661,-78.84576057,35.81812092,M,
4674459,04092016468,FIREBIRDS,3200 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 653-0111,2013/07/26 00:00:00+00,Restaurant,13675,-78.81918416,35.80768075,M,
4674460,04092016470,OLIVE GARDEN #4441,107 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 552-2237,2013/07/30 00:00:00+00,Restaurant,13677,-78.84947984,35.66266429,M,
4674461,04092016473,STARBUCKS #75937,500 Fayetteville ST ,,RALEIGH,NC,27601,(919) 833-1120,2013/08/16 00:00:00+00,Restaurant,13684,-78.63997331,35.773597,M,
4674462,04092016474,RYE BAR & SOUTHERN KITCHEN,500 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 227-3370,2013/08/20 00:00:00+00,Restaurant,13686,-78.63997331,35.773597,M,
4674463,04092016464,SUBWAY #57792,2736 NC HWY 55 ,,CARY,NC,27519,(919) 521-8541,2013/07/16 00:00:00+00,Restaurant,13671,-78.87103634,35.7854741,M,
4674464,04092016465,Corbett's Burgers & Soda Bar,126 Kilmayne DR ,,CARY,NC,27511,(919) 466-0055,2013/07/16 00:00:00+00,Restaurant,13672,-78.78304568,35.77049175,M,
4674465,04092160078,UNIVERSAL HEALTH CARE FUQUAY VARINA DINING,410 S JUDD PKY ,,FUQUAY VARINA,NC,27526,(919) 577-0421,2013/07/30 00:00:00+00,Institutional Food Service,13688,-78.78531336,35.58042172,M,
4674466,04092016476,STANBURY,938 N BLOUNT ST ,,RALEIGH,NC,27604,(919) 977-4321,2013/08/30 00:00:00+00,Restaurant,13696,-78.63503164,35.7934425,M,
4674467,04092021749,WALMART NEIGHBORHOOD MARKET #2414,973 N HARRISON AVE ,,CARY,NC,27513,(919) 337-9780,2013/07/12 00:00:00+00,Food Stand,13697,-78.78451819,35.80143568,M,
4674468,04092021750,CHARLEY'S PHILLY STEAKS # 789,5959 TRIANGLE TOWN  BLVD ,STE 1124,RALEIGH,NC,27616,(919) 792-2206,2013/08/07 00:00:00+00,Food Stand,13698,-78.576038,35.86600165,M,
4674469,04092021751,HARRIS TEETER #395 MEAT MARKET/SEAFOOD,1432 BROGDEN WOODS  DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Food Stand,13699,-78.69147587,35.99120972,M,
4674470,04092021755,CARLIE C'S DELI,4111 NEW BERN  AVE ,,RALEIGH,NC,27610,(919) 250-7876,2013/07/29 00:00:00+00,Food Stand,13703,-78.56526425,35.80114582,M,
4674471,04092016485,ZAXBY'S #46101,995 DURHAM RD ,,WAKE FOREST,NC,27587,(919) 435-0387,2013/08/07 00:00:00+00,Restaurant,13709,-78.54661007,35.9759368,M,
4674472,04092016479,THE OVAL,1910 ENTREPRENEUR DR ,,RALEIGH,NC,27606,(919) 513-7602,2013/08/02 00:00:00+00,Restaurant,13706,-78.67343826,35.77013571,M,
4674473,04092021752,HARRIS TEETER #395 PRODUCE,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Food Stand,13700,-78.69147587,35.99120972,M,
4674474,04092016489,SONIC DRIVE IN #6020,1925 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 554-1209,2013/08/20 00:00:00+00,Restaurant,13718,-78.52999775,35.94975597,M,
4674475,04092016483,VILLAGE DELI & GRILL LAKE BOONE TRAIL,2500 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 803-1245,2013/08/06 00:00:00+00,Restaurant,13711,-78.69299571,35.81676957,M,
4674476,04092040300,COUSINS CONFECTIONS #2 (WCID #473),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 417-4285,2013/08/28 00:00:00+00,Pushcarts,13734,-78.71515946,35.79630442,M,
4674477,04092016501,MCDONALD'S #35756,4212 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 862-1996,2013/08/30 00:00:00+00,Restaurant,13814,-78.61155582,35.83876666,M,
4674478,04092016502,El Cuscatleco Restaurant,1383 SE MAYNARD RD ,,CARY,NC,27511,(919) 650-2706,2013/09/04 00:00:00+00,Restaurant,13815,-78.76443201,35.78847518,M,
4674479,04092016506,SONIC DRIVE IN #5735,304 S Main ST ,,ROLESVILLE,NC,27571,(919) 562-5540,2013/09/11 00:00:00+00,Restaurant,13820,-78.46379126,35.91986656,M,
4674480,04092016491,SAN JOSE TACOS AND TEQUILA,7961 SKYLAND RIDGE PKY ,STE 125,RALEIGH,NC,27617,(919) 957-1400,2013/08/23 00:00:00+00,Restaurant,13810,-78.78225809,35.91399765,M,
4674481,04092016509,TACO BELL #29283,1108 MORRISVILLE CARPENTER RD ,,MORRISVILLE,NC,27560,(919) 377-0226,2013/09/17 00:00:00+00,Restaurant,13823,-78.84967358,35.82080217,M,
4674482,04092016513,SUBWAY #59146,8320 LITCHFORD RD ,,RALEIGH,NC,27615,(919) 977-0441,2013/09/30 00:00:00+00,Restaurant,13851,-78.59988047,35.89223606,M,
4674483,04092016515,SUBWAY #54848 @ WALMART,1057 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 522-0026,2013/09/24 00:00:00+00,Restaurant,13837,-78.78159378,35.59255975,M,
4674484,04092021757,THE HAT RACK CATERING KITCHEN (1st Floor),100 E DAVIE ST ,(1ST FLOOR),RALEIGH,NC,27601,(919) 754-3767,2013/10/01 00:00:00+00,Food Stand,13852,-78.63762465,35.77518083,M,
4674485,04092021758,TALLEY STUDENT UNION MAIN KITCHEN,2610 CATES AVE ,,RALEIGH,NC,27695,,2013/10/04 00:00:00+00,Food Stand,13853,-78.67872314,35.78447976,M,
4674486,04092016520,MCDONALDS #12332,865 Durham RD ,,WAKE FOREST,NC,27587-8793,(919) 554-1095,2013/10/04 00:00:00+00,Restaurant,13857,-78.53778608,35.97885255,M,
4674487,04092016517,MCDONALD'S #25393,2900 Wakefield Pines DR ,,RALEIGH,NC,27614,(919) 556-8677,2013/10/03 00:00:00+00,Restaurant,13849,-78.5596234,35.94210405,M,
4674488,04092021761,Pavillion Talley Student Union,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-1602,2013/10/10 00:00:00+00,Food Stand,13880,-78.67872314,35.78447976,M,
4674489,04092021762,JASON'S DELI TALLEY STUDENT UNION,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-1602,2013/10/10 00:00:00+00,Food Stand,13886,-78.67872314,35.78447976,M,
4674490,04092021763,SHEETZ #525,10700 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 426-0073,2013/10/18 00:00:00+00,Food Stand,13887,-78.836096,35.84691149,M,
4674491,04092016527,STARBUCKS TARGET #1104,2700 TIMBER DR ,,GARNER,NC,27529,(919) 772-9065,2013/10/08 00:00:00+00,Restaurant,13891,-78.63848256,35.71533143,M,
4674492,04092016533,SONIC DRIVE IN #4809,12508 Capital BLVD ,,WAKE FOREST,NC,27587,(919) 562-2259,2013/10/18 00:00:00+00,Restaurant,13897,-78.53341607,35.98698871,M,
4674493,04092021765,PAPA MURPHY'S NCO33,11721  RETAIL  DR  Ste 105,,WAKE FOREST,NC,27587,(919) 554-9977,2013/10/18 00:00:00+00,Food Stand,13899,-78.54428332,35.96733962,M,
4674494,04092016545,GONZA TACOS Y TEQUILA,1849 S MAIN ST ,STE 100,WAKE FOREST,NC,27587,(919) 205-2500,2013/11/08 00:00:00+00,Restaurant,13923,-78.52626549,35.9510248,M,
4674495,04092016546,RUDY'S PUB & GRILL,780 W Williams ST ,,APEX,NC,27502,(919) 303-5061,2013/11/15 00:00:00+00,Restaurant,13924,-78.86276232,35.73802969,M,
4674496,04092016547,Brothers of New York,3450-158 Kildaire Farm  RD ,,CARY,NC,27518,(919) 387-7711,2013/11/19 00:00:00+00,Restaurant,13925,-78.79652285,35.70711427,M,
4674497,04092016554,VINNIE'S STEAK HOUSE & TAVERN,7440 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 847-7319,2013/11/18 00:00:00+00,Restaurant,13927,-78.64526746,35.88157149,M,
4674498,04092016559,KING CHINESE BUFFET,1029 E BROAD ST ,,FUQUAY VARINA,NC,27526,(919) 567-8989,2013/11/05 00:00:00+00,Restaurant,13943,-78.78267477,35.59365979,M,
4674499,04092016569,HARRIS TEETER #395 DELI,1432 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 870-4980,2013/08/19 00:00:00+00,Restaurant,13938,-78.69147587,35.99120972,M,
4674500,04092016562,THE STATION AT PERSON ST,701 N PERSON ST ,,RALEIGH,NC,27604,(919) 977-1567,2013/11/07 00:00:00+00,Restaurant,13946,-78.63456255,35.78916867,M,
4674501,04092016565,Bojangles #49,9919 Fayetteville  ST ,,RALEIGH,NC,27603,(919) 557-6843,2013/11/12 00:00:00+00,Restaurant,13949,-78.71414453,35.63414404,M,
4674502,04092016574,ZAXBY'S #44901,101 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 762-0432,2013/11/21 00:00:00+00,Restaurant,13955,-78.85029683,35.65904554,M,
4674503,04092016575,BAD DADDY'S BURGER BAR,3300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 297-0953,2013/11/22 00:00:00+00,Restaurant,13956,-78.81918416,35.80768075,M,
4674504,04092016577,DENNY'S #8890,4380 FAYETTEVILLE  RD ,,RALEIGH,NC,27603,(919) 771-0815,2013/11/21 00:00:00+00,Restaurant,13961,-78.65441789,35.72058019,M,
4674505,04092016567,CHUY'S #48,4020 MARKET AT NORTH HILLS  ST ,,RALEIGH,NC,27609,(919) 571-2489,2013/11/13 00:00:00+00,Restaurant,13951,-78.63751871,35.836617,M,
4674506,04092016590,Caribou #312,3300 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 787-9611,2013/12/17 00:00:00+00,Restaurant,14110,-78.70861911,35.82532908,M,
4674507,04092016597,WINE AUTHORITIES,211 E FRANKLIN ST ,,RALEIGH,NC,27604,(919) 831-9463,2013/12/31 00:00:00+00,Restaurant,14126,-78.6348233,35.790355,M,
4674508,04092021777,PAPA MURPHY'S NC002,161 SE CARY  PKY ,,CARY,NC,27511,(919) 459-8494,2014/01/07 00:00:00+00,Food Stand,14132,-78.78193785,35.75976468,M,
4674509,04092021775,SARKU JAPAN,4325-2053 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 881-1130,2014/01/03 00:00:00+00,Food Stand,14128,-78.67900996,35.83931725,M,
4674510,04092016398,ACME PIZZA CO,204 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(919) 552-8800,2013/04/08 00:00:00+00,Restaurant,14202,-78.83920975,35.63987629,M,
4674511,04092016412,MEDALLION DINING SERVICE,1995 NW CARY  PKY ,,MORRISVILLE,NC,27560,(919) 460-8141,2013/05/03 00:00:00+00,Restaurant,14204,-78.81074351,35.80768967,M,
4674512,04092016475,SONIC #5864,109 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 854-4602,2013/09/09 00:00:00+00,Restaurant,14220,-78.72126053,35.7841545,M,
4674513,04092016492,ORIENT GARDEN RESTAURANT,1233 NW MAYNARD RD ,,CARY,NC,27513-8720,(919) 380-1323,2013/09/06 00:00:00+00,Restaurant,14221,-78.81241251,35.78438851,M,
4674514,04092016471,Jaipur Indian Cuisine,1520 BLUE RIDGE RD,,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013/08/05 00:00:00+00,Restaurant,14217,-78.70563187,35.80134442,M,
4674515,04092016497,RALEIGH CRABTREE MARRIOTT FOODSERVICE,4500 MARRIOTT DR ,,RALEIGH,NC,27612-3365,(919) 781-7000,2013/10/03 00:00:00+00,Restaurant,14224,-78.67772805,35.84277157,M,
4674516,04092016614,SUBWAY #14347,150 Fayetteville  ST ,STE 110,RALEIGH,NC,27601,(919) 828-0009,2014/02/03 00:00:00+00,Restaurant,14337,-78.63970739,35.7787201,M,
4674517,04092021781,Catering Concepts,2411 E MILLBROOK RD ,#106,RALEIGH,NC,27604,(919) 669-8889,2014/01/31 00:00:00+00,Food Stand,14333,-78.59474248,35.84866623,M,
4674518,04092016615,SALT& LIME CABO GRILL,6006 FALLS OF NEUSE  RD ,,RALEIGH,NC,27609,(919) 872-2230,2014/02/03 00:00:00+00,Restaurant,14338,-78.61874148,35.8662804,M,
4674519,04092016616,TAJ MAHAL INDIAN CUISINE,6611 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 848-2262,2014/02/05 00:00:00+00,Restaurant,14339,-78.62444739,35.87396657,M,
4674520,04092016620,TAZZA KITCHEN,432 WOODBURN  RD ,STE 140,RALEIGH,NC,27605,(919) 835-9463,2014/02/14 00:00:00+00,Restaurant,14343,-78.65854788,35.78994091,M,
4674521,04092016619,SHEETZ #537,2408 DIXIE FOREST RD ,,RALEIGH,NC,27615,(919) 790-7064,2014/02/14 00:00:00+00,Restaurant,14342,-78.59936856,35.86286924,M,
4674522,04092016621,CAFE SOO,2815  BRENTWOOD RD ,,RALEIGH,NC,27604,(919) 876-1969,2014/02/14 00:00:00+00,Restaurant,14344,-78.5961504,35.81728333,M,
4674523,04092300264,ALKAREEM GROCERY,10285  CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 336-3174,2014/02/07 00:00:00+00,Meat Market,14348,-78.82787824,35.83012817,M,
4674524,04092016625,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR ,STE 107,CARY,NC,27511,(919) 234-1264,2014/02/21 00:00:00+00,Restaurant,14446,-78.79806693,35.73669743,M,
4674525,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014/02/25 00:00:00+00,Restaurant,14448,-78.66223072,35.88240865,M,
4674526,04092300265,NCSU PROCESSED MEAT LAB,400 DAN ALLEN DR ,"Rm 129, Schaub Hall",RALEIGH,NC,27695,(919) 515-2958,2014/02/20 00:00:00+00,Meat Market,14461,-78.67872314,35.78447976,M,
4674527,04092016632,Driftwood Cantina,8460 HONEYCUTT RD ,STE 112,RALEIGH,NC,27615,(919) 977-8360,2014/02/24 00:00:00+00,Restaurant,14484,-78.62166264,35.89510631,M,
4674528,04092016635,RED PEPPER ASIAN,4121 NEW BERN AVE ,STE 109,RALEIGH,NC,27610,(919) 594-1006,2014/02/25 00:00:00+00,Restaurant,14487,-78.56526425,35.80114582,M,
4674529,04092016637,HIBERNIAN PUB,311 GLENWOOD AVE ,,RALEIGH,NC,27603,(919) 833-2258,2014/02/28 00:00:00+00,Restaurant,14489,-78.64755788,35.78474042,M,
4674530,04092016638,TARGET CAFE #2784,7129 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 674-2214,2014/03/05 00:00:00+00,Restaurant,14490,-78.88560632,35.84441825,M,
4674531,04092016640,JASMIN BISTRO,1109 LEDSOME LN ,,CARY,NC,27511,(919) 469-1112,2014/02/28 00:00:00+00,Restaurant,14492,-78.74766477,35.76296884,M,
4674532,04092016642,SUBWAY #35970,4500 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 773-1993,2014/03/14 00:00:00+00,Restaurant,14493,-78.65858039,35.71894127,M,
4674533,04092016643,Pub 4100,4100 GLENWOOD AVE ,,RALEIGH,NC,27612-4626,(919) 782-8600,2014/02/26 00:00:00+00,Restaurant,14494,-78.67111545,35.83723708,M,
4674534,04092021785,ONE EARTH,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 515-9245,2014/03/11 00:00:00+00,Food Stand,14503,-78.67872314,35.78447976,M,
4674535,04092021786,PORT CITY JAVA TALLEY,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-7057,2014/03/11 00:00:00+00,Food Stand,14504,-78.67872314,35.78447976,M,
4674536,04092016650,SHEETZ #540,4000 LUFKIN RD ,,APEX,NC,27539,(919) 303-3443,2014/03/19 00:00:00+00,Restaurant,14554,-78.82092709,35.72194761,M,
4674537,04092016645,SHEETZ #536,4660 MILLBROOK GREEN DR ,,RALEIGH,NC,27604,(919) 307-8433,2014/03/06 00:00:00+00,Restaurant,14502,-78.58749799,35.84885683,M,
4674538,04092016653,SONIC DRIVE IN #5639,1240  N ARENDELL  AVE ,,ZEBULON,NC,27597,(919) 269-3477,2014/03/26 00:00:00+00,Restaurant,14557,-78.32287165,35.83782072,M,
4674539,04092016658,LA ROMA PIZZA,1322 FIFTH AVE ,,GARNER,NC,27529,(919) 662-1700,2014/04/03 00:00:00+00,Restaurant,14561,-78.62185674,35.70948085,M,
4674540,04092016654,TASTE OF JAMAICA,600 E CHATHAM ST ,#B,CARY,NC,27511,(919) 461-0045,2014/03/26 00:00:00+00,Restaurant,14558,-78.76780094,35.79070743,M,
4674541,04092016659,SONO SUSHI BAR,319 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 521-5328,2014/04/03 00:00:00+00,Restaurant,14562,-78.63879789,35.77609151,M,
4674542,04092016646,FILIPINO EXPRESS RESTAURANT,"3601 CAPITAL BLVD, STE 101",,RALEIGH,NC,27604,(919) 876-6911,2014/03/25 00:00:00+00,Restaurant,14572,-78.5859304,35.82957833,M,
4674543,04092016661,COURTNEY'S NY BAGEL & DELI,929 HERITAGE LAKE  RD ,,WAKE FOREST,NC,27587,(919) 453-1043,2014/03/31 00:00:00+00,Restaurant,14573,-78.50377685,35.94688497,M,
4674544,04092016663,Bojangles #5,3301 S Wilmington ST ,,RALEIGH,NC,27603,(919) 772-4512,2014/04/08 00:00:00+00,Restaurant,14577,-78.6498043,35.73506094,M,
4674545,04092016665,CHAR GRILL/SALSARITAS,1600 JOHN BRANTLEY BLVD ,,MORRISVILLE,NC,27560,(919) 840-7170,2014/04/11 00:00:00+00,Restaurant,14594,-78.7893961,35.86970016,M,
4674546,04092016667,ACC AMERICAN CAFE/LA TAPENADE,1600 JOHN BRANTLEY  BLVD ,,MORRISVILLE,NC,27560,(919) 378-8454,2014/04/11 00:00:00+00,Restaurant,14595,-78.7893961,35.86970016,M,
4674547,04092021787,STARBUCKS TERMINAL 1,1600 JOHN BRANTLEY BLVD ,,MORRISVILLE,NC,27560,,2014/04/09 00:00:00+00,Food Stand,14596,-78.7893961,35.86970016,M,
4674548,04092016675,CLYDE COOPER'S BARBECUE,327 S WILMINGTON ST ,,RALEIGH,NC,27601,(919) 832-7614,2014/04/15 00:00:00+00,Restaurant,14617,-78.63784764,35.7765961,M,
4674549,04092016677,MONA PITA MEDITERRANEAN GRILL,5260 CAPITAL BLVD ,SUITE 101,RALEIGH,NC,27616,(919) 431-6500,2014/04/22 00:00:00+00,Restaurant,14619,-78.58018191,35.85814357,M,
4674550,04092016679,BITTERSWEET,16 E MARTIN ST ,,RALEIGH,NC,27601,(919) 977-3829,2014/04/23 00:00:00+00,Restaurant,14621,-78.63876765,35.7765855,M,
4674551,04092016684,CHINA QUEEN,2233-103 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 832-8882,2014/05/16 00:00:00+00,Restaurant,14673,-78.67605304,35.77835842,M,
4674552,04092030257,LEE'S KITCHEN (WCID #478),4638 CAPITAL  BLVD ,,RALEIGH,NC,27604,(919) 872-7422,2014/04/21 00:00:00+00,Mobile Food Units,14628,-78.57926433,35.84834257,M,
4674553,04092016687,PLAZA DEL MARIACHI,411 W Gannon AVE ,,ZEBULON,NC,27597,(919) 269-4464,2014/04/30 00:00:00+00,Restaurant,14702,-78.32295741,35.82026265,M,
4674554,04092016693,HONEY BAKED HAM COMPANY #103,5275 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 787-0655,2014/05/01 00:00:00+00,Restaurant,14687,-78.6431573,35.85331091,M,
4674555,04092016686,ALPACA PERUVIAN CHARCOAL CHICKEN,9575 CHAPEL HILL  RD ,,MORRISVILLE,NC,27560,(919) 378-9259,2014/04/28 00:00:00+00,Restaurant,14703,-78.81120592,35.8045755,M,
4674556,04092016657,CITY BARBECUE,1305 KILDAIRE FARM RD ,,RALEIGH,NC,27511,(919) 439-5191,2014/03/28 00:00:00+00,Restaurant,14569,-78.78332836,35.76164477,M,
4674557,04092016694,STARBUCKS #21218,5100 CAPITAL BLVD ,,RALEIGH,NC,27616,(919) 713-2135,2014/05/21 00:00:00+00,Restaurant,14714,-78.58044649,35.8556149,M,
4674558,04092016549,MAMMA  MIA ITALIAN BISTRO,708 LAURA DUNCAN  RD ,,APEX,NC,27502,(919) 363-2228,2013/11/25 00:00:00+00,Restaurant,14925,-78.84201291,35.73510393,M,
4674559,04092016696,Johnny's Pizza,8759 Holly Springs RD ,,APEX,NC,27539,(919) 362-5566,2014/05/30 00:00:00+00,Restaurant,14720,-78.77345985,35.69264269,M,
4674560,04092016571,CHINA BEST,632  HOLLY SPRINGS RD ,,HOLLY SPRINGS,NC,27540,(919) 577-0888,2013/11/27 00:00:00+00,Restaurant,14930,-78.824804,35.65380862,M,
4674561,04092021770,PAPA MURPHY'S NC#004,756 W WILLIAMS ST ,,APEX,NC,27502,(919) 249-4949 ext. 1,2013/12/11 00:00:00+00,Food Stand,14932,-78.86276232,35.73802969,M,
4674562,04092016582,APEX WINGS,518 E WILLIAMS ST ,,APEX,NC,27502-2151,(919) 387-0082,2013/12/20 00:00:00+00,Restaurant,14933,-78.84778658,35.72374694,M,
4674563,04092016583,THE CORNER TAVERN & GRILL,1301 NW MAYNARD  RD ,,CARY,NC,27513,(919) 460-0088,2013/12/19 00:00:00+00,Restaurant,14934,-78.81100001,35.78581026,M,
4674564,04092016594,SMITHFIELD'S CHICKEN'N Bar-B-Q,7304 KNIGHTDALE  BLVD ,,KNIGHTDALE,NC,27545,(919) 865-1905,2014/01/06 00:00:00+00,Restaurant,14936,-78.48481193,35.79790758,M,
4674565,04092021780,CATERING BY DESIGN,132 KILMAYNE DR ,,CARY,NC,27511-4465,(919) 481-2366,2014/01/16 00:00:00+00,Food Stand,14939,-78.7839781,35.76971952,M,
4674566,04092016622,WINGIN'IT BAR AND GRILLE,1625 N MAIN ST ,STE 109,FUQUAY VARINA,NC,27526,,2014/02/28 00:00:00+00,Restaurant,14941,-78.76145495,35.59674746,M,
4674567,04092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,NC,27513,(919) 468-7229,2014/01/21 00:00:00+00,Restaurant,14940,-78.81615499,35.7998881,M,
4674568,04092016674,TAQUERIA LA ESQUINA,10500 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 600-0870,2014/04/25 00:00:00+00,Restaurant,14948,-78.83169117,35.84049491,M,
4674569,04092016671,Triple Barrel Tavern,2221 N Grassland DR ,,FUQUAY VARINA,NC,27526,(919) 762-0940,2014/04/28 00:00:00+00,Restaurant,14949,-78.81032918,35.6156488,M,
4674570,04092016683,ROLY POLY,4040 ED DR ,,RALEIGH,NC,27612,(919) 785-0441,2014/05/13 00:00:00+00,Restaurant,14953,-78.70319603,35.82517717,M,
4674571,04092016680,SCHLOTZSKY'S,906 US 64 HWY W ,,APEX,NC,27502,(919) 462-9481,2014/04/30 00:00:00+00,Restaurant,14950,-78.82279451,35.74469111,M,
4674572,04092016685,DIM SUM HOUSE,100 JERUSALEM DR ,STE 104,MORRISVILLE,NC,27560,(919) 380-3087,2014/05/19 00:00:00+00,Restaurant,14954,-78.827069,35.85101709,M,
4674573,04092016548,GARIBALDI TRATTORIA PIZZA E PASTA,900 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 552-8865,2014/06/13 00:00:00+00,Restaurant,14956,-78.7869122,35.59111313,M,
